EMIS Code,SchoolName,Year,Gender,LEVEL,District,Tehsil,UCName,BuildingOwnerShip,TotalLand_Allocated,Year of Estbalishment,Year of Construction,Covered_Area,UnCovered_Area,UnCovered_Area_Premis,Whole Building Needs Reconstruction,No of Class Room Need Reconstruction,No of Other Room Need Reconstruction,No of Class Room Need Repair,No of Other Room Need Repair,HT Office,Science Lab,Staff Room,Library,Hostel Availability,Hostel Capacity,Hostel Rooms,Clerk Room,Play Ground/Area,Play Area,No of Pakka Class Rooms,No. Of Pakka Other Rooms,No. of Kacha Class Rooms,No of Kacha Other Rooms,CCTVCameras,ExaminationHall,Ramp Access at Entrance,Ramp Access in Building,Ramp at Toilet,School Name,School Level,Union Council Name,Desks Two Seater Useable,Desks Two Seater Un-Useable,Desks Two Seater New Required,Desks Three Seater Useable,Desks Three Seater Un-Useable,Desks Three Seater New Required,Desk Benches Useable,Desk Benches Un-Useable,Desk Benches New Required,Student Chairs Useable,Student Chairs Un-Useable,Student Chairs New Required,Tablet Chairs Useable,Tablet Chairs Un-Useable,Tablet Chairs New Required,Jute Tats Useable,Jute Tats Un-Useable,Jute Tats New Required,Fans Useable,Fans Un-Useable,Fans New Required,total_teachers,avg_bps_teachers,qualified_teachers,total_non_teachers,Presentbalance,Fund Recieved from Govt in This Year,is_critical
60958,GPS HAD KORE AMBAR,2024-25,Boys,Primary,MOHMAND,AMBAR,AMBAR,Govt,40.0,2001.0,1991.0,13.0,27.0,27.0,No,0.0,0.0,3.0,0.0,No,Not Available,No,Not Available,No,0,0,No,No,Available/Functional,5,0,0,0,No,No,No,No,No,GPS HAD KORE AMBAR,Primary,AMBAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,2,0,20,2.0,12.0,0.0,1.0,114965.0,0.0,1
60959,GPS SOOR TANGI AMBAR,2024-25,Boys,Primary,MOHMAND,AMBAR,AMBAR,Govt,40.0,1993.0,1990.0,8.0,32.0,32.0,No,0.0,0.0,0.0,0.0,No,Not Available,No,Not Available,No,0,0,No,No,Available/Functional,3,0,0,0,No,No,No,No,No,GPS SOOR TANGI AMBAR,Primary,AMBAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,2,0,14,3.0,14.0,0.0,1.0,0.0,0.0,1
60960,GPS SANGAR AMBAR,2024-25,Boys,Primary,MOHMAND,AMBAR,AMBAR,Govt,20.0,1993.0,1990.0,4.0,16.0,16.0,Yes,,,,,No,Not Available,No,Not Available,No,0,0,No,No,Not Available,2,0,0,0,No,No,No,No,No,GPS SANGAR AMBAR,Primary,AMBAR,0,0,120,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,2,0,0,2.0,15.0,0.0,1.0,4089.0,0.0,1
60961,GPS OLAY SHAH,2024-25,Boys,Primary,MOHMAND,AMBAR,AMBAR,Govt,26.0,1993.0,1990.0,6.0,20.0,20.0,No,0.0,0.0,2.0,0.0,No,Not Available,No,Not Available,No,0,0,No,No,Available/NonFunctional,2,0,0,0,No,No,No,No,No,GPS OLAY SHAH,Primary,AMBAR,0,0,70,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,3,5,3.0,13.666666666666666,0.0,1.0,0.0,0.0,1
60962,GPS AKHUNZADGAN,2024-25,Boys,Primary,MOHMAND,HALIMZAI,HALIMZAI,Govt,35.0,1979.0,1985.0,15.0,20.0,20.0,No,0.0,0.0,0.0,0.0,No,Not Available,No,Not Available,No,0,0,No,No,Available/Functional,4,0,0,0,No,No,No,No,No,GPS AKHUNZADGAN,Primary,HALIMZAI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,14,0,10,5.0,13.4,0.0,1.0,0.0,0.0,1
60963,GPS HALEEM SHER,2024-25,Boys,Primary,MOHMAND,EKKA GHUND,EKKA GHUND,Govt,37.0,1976.0,1978.0,5.0,32.0,32.0,No,0.0,0.0,2.0,0.0,No,Not Available,No,Not Available,No,0,0,No,No,Available/Functional,2,0,0,0,No,No,Yes,No,No,GPS HALEEM SHER,Primary,EKKA GHUND,0,0,0,0,0,0,0,0,0,0,0,0,27,3,29,6,0,0,0,0,6,2.0,14.5,0.0,,798.0,0.0,1
60964,GPS BAZ MUHAMMAD KORE,2024-25,Boys,Primary,MOHMAND,EKKA GHUND,EKKA GHUND,Govt,30.0,1969.0,1968.0,9.0,21.0,21.0,No,0.0,0.0,0.0,0.0,No,Not Available,No,Not Available,No,0,0,No,No,Not Available,3,0,0,0,No,No,Yes,No,Yes,GPS BAZ MUHAMMAD KORE,Primary,EKKA GHUND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,1,0,0,11,0,4,4.0,14.25,0.0,1.0,1118.0,0.0,1
60965,GPS IHSANULLAH SHERANO KALAI,2024-25,Boys,Primary,MOHMAND,EKKA GHUND,EKKA GHUND,Govt,40.0,1994.0,1994.0,16.0,32.0,32.0,No,0.0,0.0,0.0,0.0,Yes,Not Available,No,Not Available,No,0,0,No,No,Not Available,6,2,0,0,No,No,Yes,Yes,Yes,GPS IHSANULLAH SHERANO KALAI,Primary,EKKA GHUND,0,0,0,0,0,0,0,0,0,22,0,0,20,0,99,10,0,0,32,0,0,3.0,14.333333333333334,0.0,,1200.0,0.0,0
60966,GPS KHUDAK KORE,2024-25,Boys,Primary,MOHMAND,EKKA GHUND,EKKA GHUND,Govt,14.0,1976.0,1986.0,5.0,9.0,9.0,Yes,,,,,No,Not Available,No,Not Available,No,0,0,No,No,Available/Functional,2,0,0,0,No,No,No,No,No,GPS KHUDAK KORE,Primary,EKKA GHUND,0,0,0,13,0,0,0,0,0,0,0,0,0,0,50,2,0,0,0,0,10,2.0,15.0,0.0,1.0,1000.0,0.0,1
60967,GPS KOTA TRUP,2024-25,Boys,Primary,MOHMAND,AMBAR,AMBAR,Govt,40.0,1998.0,1996.0,12.0,28.0,28.0,No,0.0,0.0,0.0,0.0,No,Not Available,No,Not Available,No,0,0,No,No,Not Available,4,0,0,0,No,No,No,No,No,GPS KOTA TRUP,Primary,AMBAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,1.0,12.0,0.0,1.0,335813.0,0.0,1
60968,GGPS AQIL KORE,2024-25,Girls,Primary,MOHMAND,EKKA GHUND,EKKA GHUND,Govt,30.0,1989.0,1986.0,10.0,20.0,20.0,No,0.0,0.0,0.0,0.0,No,Not Available,No,Not Available,No,0,0,No,No,Available/NonFunctional,2,0,0,0,No,No,Yes,No,No,GGPS AQIL KORE,Primary,EKKA GHUND,0,0,30,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,6,3.0,15.0,0.0,,0.0,0.0,1
60969,GGPS NOOR BILAND,2024-25,Girls,Primary,MOHMAND,EKKA GHUND,EKKA GHUND,Govt,30.0,1998.0,1993.0,7.0,23.0,23.0,No,0.0,0.0,0.0,0.0,No,Not Available,No,Not Available,No,0,0,No,No,Available/NonFunctional,2,0,0,0,No,No,Yes,No,No,GGPS NOOR BILAND,Primary,EKKA GHUND,0,0,0,0,0,0,0,0,0,0,0,0,6,0,26,5,0,0,10,0,0,2.0,13.5,0.0,2.0,0.0,0.0,1
60970,GGPS SHAAL KORE,2024-25,Girls,Primary,MOHMAND,EKKA GHUND,EKKA GHUND,Govt,20.0,1986.0,1984.0,10.0,10.0,10.0,No,0.0,0.0,0.0,0.0,No,Not Available,No,Not Available,No,0,0,No,No,Available/NonFunctional,3,0,0,0,No,No,Yes,Yes,Yes,GGPS SHAAL KORE,Primary,EKKA GHUND,0,0,37,0,0,0,0,0,0,0,0,0,0,0,73,2,0,0,10,0,0,2.0,15.0,0.0,1.0,4000.0,0.0,1
60971,GGPS DADU KHEL (ASLI KHAN),2024-25,Girls,Primary,MOHMAND,EKKA GHUND,EKKA GHUND,Govt,10.0,1994.0,1993.0,5.0,5.0,5.0,No,0.0,0.0,2.0,0.0,No,Not Available,No,Not Available,No,0,0,No,No,Available/Functional,2,0,0,0,No,No,Yes,No,No,GGPS DADU KHEL (ASLI KHAN),Primary,EKKA GHUND,0,0,57,0,0,0,0,0,0,0,0,0,60,0,54,0,0,2,2,0,4,3.0,14.666666666666666,0.0,2.0,0.0,0.0,1
60972,GGPS ARSHAD ZEB,2024-25,Girls,Primary,MOHMAND,EKKA GHUND,EKKA GHUND,Govt,10.0,1994.0,1993.0,4.0,6.0,6.0,No,0.0,0.0,0.0,0.0,No,Not Available,No,Not Available,No,0,0,No,No,Available/NonFunctional,2,0,0,0,No,No,No,No,No,GGPS ARSHAD ZEB,Primary,EKKA GHUND,15,0,6,0,0,0,15,0,6,0,0,0,0,0,0,0,0,0,0,2,4,2.0,13.5,0.0,1.0,0.0,0.0,1
60973,GGPS BHAI KORE,2024-25,Girls,Primary,MOHMAND,EKKA GHUND,EKKA GHUND,Govt,40.0,1993.0,1992.0,5.0,35.0,35.0,No,0.0,0.0,2.0,0.0,No,Not Available,No,Not Available,No,0,0,No,No,Available/NonFunctional,2,0,0,0,No,No,Yes,No,No,GGPS BHAI KORE,Primary,EKKA GHUND,10,0,37,0,0,0,0,0,0,0,0,0,40,0,54,0,0,0,2,0,2,2.0,13.0,0.0,2.0,0.0,0.0,1
60974,GGPS BANGLOW AJAB,2024-25,Girls,Primary,MOHMAND,EKKA GHUND,EKKA GHUND,Govt,40.0,1980.0,1987.0,6.0,34.0,34.0,No,0.0,0.0,0.0,0.0,No,Not Available,No,Not Available,No,0,0,No,No,Available/Functional,2,0,0,0,No,No,No,No,No,GGPS BANGLOW AJAB,Primary,EKKA GHUND,0,0,56,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,6,0,0,2.0,15.0,0.0,1.0,0.0,0.0,1
60975,GGPS SHER DIN,2024-25,Girls,Primary,MOHMAND,EKKA GHUND,EKKA GHUND,Govt,20.0,1994.0,1992.0,5.0,15.0,15.0,No,0.0,0.0,0.0,0.0,No,Not Available,No,Not Available,No,0,0,No,No,Available/Functional,2,0,0,0,No,No,Yes,No,No,GGPS SHER DIN,Primary,EKKA GHUND,10,0,0,0,0,0,5,0,15,0,0,0,40,0,40,6,0,0,10,0,0,2.0,15.0,0.0,2.0,800000.0,0.0,0
60976,GGPS BANGLOW JAMIL NO.1,2024-25,Girls,Primary,MOHMAND,EKKA GHUND,EKKA GHUND,Govt,20.0,1994.0,1992.0,15.0,5.0,5.0,No,0.0,0.0,0.0,0.0,No,Not Available,No,Not Available,No,0,0,No,No,Available/NonFunctional,3,0,0,0,No,No,Yes,No,No,GGPS BANGLOW JAMIL NO.1,Primary,EKKA GHUND,0,0,74,0,0,0,0,0,0,0,0,0,0,0,147,0,0,0,6,0,0,1.0,15.0,0.0,2.0,176000.0,0.0,1
60977,GGPS AFZAL KORE,2024-25,Girls,Primary,MOHMAND,EKKA GHUND,EKKA GHUND,Govt,20.0,1992.0,1990.0,8.0,12.0,12.0,No,0.0,0.0,2.0,0.0,No,Not Available,No,Not Available,No,0,0,No,No,Available/Functional,2,0,0,0,No,No,Yes,No,No,GGPS AFZAL KORE,Primary,EKKA GHUND,10,20,40,0,0,0,10,20,40,0,0,0,0,0,0,0,0,0,0,0,6,2.0,15.0,0.0,,0.0,0.0,1
60978,GGPS KHATKI SHARIF,2024-25,Girls,Primary,MOHMAND,EKKA GHUND,EKKA GHUND,Govt,14.0,1981.0,1980.0,11.0,3.0,3.0,No,0.0,0.0,0.0,0.0,No,Not Available,No,Not Available,No,0,0,No,No,Available/Functional,2,0,0,0,No,No,Yes,No,No,GGPS KHATKI SHARIF,Primary,EKKA GHUND,0,4,72,0,0,0,0,3,72,0,0,0,14,0,0,3,0,0,6,0,6,3.0,14.0,0.0,1.0,11633.0,0.0,1
60979,GGPS GURGORAI,2024-25,Girls,Primary,MOHMAND,EKKA GHUND,EKKA GHUND,Govt,40.0,1991.0,1990.0,10.0,30.0,30.0,No,0.0,0.0,2.0,2.0,No,Not Available,No,Not Available,No,0,0,No,No,Not Available,3,5,0,0,No,No,No,No,No,GGPS GURGORAI,Primary,EKKA GHUND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,10,0,0,10,,,,2.0,0.0,0.0,1
60980,GPS BAKI KORE,2024-25,Boys,Primary,MOHMAND,KHWEZAI,KHWEZAI,Shelterless,40.0,2004.0,2000.0,0.0,40.0,40.0,Yes,,,,,No,Not Available,No,Not Available,No,0,0,No,No,Not Available,0,0,0,0,No,No,No,No,No,GPS BAKI KORE,Primary,KHWEZAI,0,0,52,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,1.0,15.0,0.0,1.0,1000.0,0.0,1
60981,GGPS EKKA GHUND,2024-25,Girls,Primary,MOHMAND,EKKA GHUND,EKKA GHUND,Govt,60.0,1982.0,1981.0,30.0,30.0,30.0,No,0.0,0.0,0.0,0.0,No,Not Available,No,Not Available,No,0,0,No,No,Available/Functional,7,3,0,0,No,No,No,No,No,GGPS EKKA GHUND,Primary,EKKA GHUND,99,0,93,0,0,0,124,0,0,24,0,0,24,0,89,0,0,10,28,0,0,3.0,14.0,0.0,1.0,6990.0,0.0,1
60982,GGPS MALOOK KORE,2024-25,Girls,Primary,MOHMAND,EKKA GHUND,EKKA GHUND,Shelterless,20.0,1990.0,1989.0,0.0,20.0,20.0,No,0.0,0.0,0.0,0.0,No,Not Available,No,Not Available,No,0,0,No,No,Available/NonFunctional,0,0,0,0,No,No,No,No,No,GGPS MALOOK KORE,Primary,EKKA GHUND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,2.0,15.0,0.0,2.0,0.0,0.0,1
60983,GGPS ZAHIR SHAH SRO KALAI,2024-25,Girls,Primary,MOHMAND,EKKA GHUND,EKKA GHUND,Govt,20.0,1991.0,1990.0,20.0,10.0,10.0,No,0.0,0.0,0.0,0.0,No,Not Available,No,Not Available,No,0,0,No,No,Available/Functional,6,0,0,0,No,No,Yes,Yes,Yes,GGPS ZAHIR SHAH SRO KALAI,Primary,EKKA GHUND,0,0,65,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,36,0,0,3.0,14.0,0.0,2.0,0.0,0.0,1
60984,GGPS HAFIZ KORE MAJOR HUJAM,2024-25,Girls,Primary,MOHMAND,EKKA GHUND,EKKA GHUND,Govt,40.0,1994.0,1990.0,10.0,30.0,30.0,No,0.0,0.0,0.0,0.0,No,Not Available,No,Not Available,No,0,0,No,No,Available/Functional,2,0,0,0,No,No,Yes,No,No,GGPS HAFIZ KORE MAJOR HUJAM,Primary,EKKA GHUND,20,5,16,15,8,10,0,0,0,0,0,0,10,7,136,0,0,0,0,1,8,3.0,14.0,0.0,1.0,0.0,0.0,1
60985,GGPS SHER ALI AQRAB DAAG,2024-25,Girls,Primary,MOHMAND,EKKA GHUND,EKKA GHUND,Govt,80.0,1991.0,1990.0,40.0,,,No,0.0,0.0,0.0,0.0,No,Not Available,No,Not Available,No,0,0,No,No,Available/NonFunctional,4,10,0,0,No,No,No,No,No,GGPS SHER ALI AQRAB DAAG,Primary,EKKA GHUND,0,0,182,0,0,0,0,0,0,0,0,0,50,0,314,2,0,10,17,0,3,3.0,13.0,0.0,2.0,0.0,0.0,1
60986,GGPS SIRAJ KORE,2024-25,Girls,Primary,MOHMAND,EKKA GHUND,EKKA GHUND,Govt,20.0,1993.0,1992.0,10.0,,,No,0.0,0.0,0.0,0.0,No,Not Available,No,Not Available,No,0,0,No,No,Available/NonFunctional,6,0,0,0,No,No,Yes,Yes,Yes,GGPS SIRAJ KORE,Primary,EKKA GHUND,0,0,54,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,32,0,0,3.0,15.0,0.0,1.0,2200.0,0.0,1
60987,GGPS HASTAM KORE,2024-25,Girls,Primary,MOHMAND,EKKA GHUND,EKKA GHUND,Govt,20.0,1980.0,1977.0,5.0,15.0,15.0,No,0.0,0.0,0.0,0.0,No,Not Available,No,Not Available,No,0,0,No,No,Available/Functional,2,0,0,0,No,No,Yes,No,No,GGPS HASTAM KORE,Primary,EKKA GHUND,0,0,38,0,0,0,0,0,0,0,0,0,0,0,76,4,0,0,8,0,0,2.0,13.5,0.0,1.0,0.0,0.0,1
60988,GGPS NADIR BARO KHEL,2024-25,Girls,Primary,MOHMAND,HALIMZAI,HALIMZAI,Govt,32.0,1994.0,1988.0,16.0,16.0,16.0,No,0.0,0.0,0.0,0.0,No,Not Available,No,Not Available,No,0,0,No,No,Available/Functional,3,0,0,0,No,No,No,Yes,Yes,GGPS NADIR BARO KHEL,Primary,HALIMZAI,0,0,45,0,0,0,0,0,45,0,0,0,5,0,0,2,0,5,0,0,6,2.0,13.5,0.0,2.0,187000.0,0.0,1
60989,GGPS SAID KAMAL,2024-25,Girls,Primary,MOHMAND,EKKA GHUND,EKKA GHUND,Govt,80.0,2000.0,2000.0,7.0,73.0,73.0,No,0.0,0.0,0.0,0.0,No,Not Available,No,Not Available,No,0,0,No,No,Available/NonFunctional,2,0,0,0,No,No,Yes,No,No,GGPS SAID KAMAL,Primary,EKKA GHUND,0,0,56,0,0,0,0,0,0,0,0,0,20,0,92,3,0,0,6,0,0,2.0,13.5,0.0,2.0,0.0,0.0,1
60990,GGPS ATTA KHAN AQRAB DAG,2024-25,Girls,Primary,MOHMAND,EKKA GHUND,EKKA GHUND,Govt,20.0,1994.0,1993.0,5.0,15.0,15.0,No,0.0,0.0,2.0,0.0,No,Not Available,No,Not Available,No,0,0,No,No,Available/Functional,2,0,0,0,No,No,No,No,No,GGPS ATTA KHAN AQRAB DAG,Primary,EKKA GHUND,0,0,55,0,0,0,0,0,55,0,0,0,0,0,0,4,0,0,0,0,4,2.0,14.5,0.0,1.0,0.0,0.0,1
60991,GPS KADI NO.6,2024-25,Boys,Primary,MOHMAND,HALIMZAI,HALIMZAI,Govt,27.0,1978.0,1979.0,5.0,22.0,22.0,No,0.0,0.0,0.0,0.0,No,Not Available,No,Not Available,No,0,0,No,No,Available/NonFunctional,2,0,0,0,No,No,No,No,No,GPS KADI NO.6,Primary,HALIMZAI,0,0,0,0,0,0,0,0,0,0,0,0,19,0,16,0,4,5,2,0,2,2.0,12.0,0.0,1.0,149036.0,0.0,1
60992,GPS DAB KORE,2024-25,Boys,Primary,MOHMAND,EKKA GHUND,EKKA GHUND,Govt,25.0,1953.0,1976.0,5.0,20.0,5.0,Yes,,,,,No,Not Available,No,Not Available,No,0,0,No,No,Not Available,2,0,0,0,No,No,Yes,No,No,GPS DAB KORE,Primary,EKKA GHUND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,3,0,0,0,0,10,2.0,15.5,0.0,1.0,999.0,0.0,1
60993,GPS SHARAB KORE,2024-25,Boys,Primary,MOHMAND,SAFI,SAFI,Govt,40.0,1985.0,1985.0,20.0,30.0,30.0,No,0.0,0.0,0.0,0.0,No,Not Available,No,Not Available,No,0,0,No,No,Not Available,6,0,0,0,No,No,Yes,Yes,Yes,GPS SHARAB KORE,Primary,SAFI,0,0,40,0,0,0,0,0,60,0,0,0,60,0,20,0,0,0,36,0,0,2.0,13.5,0.0,1.0,423207.0,0.0,1
60994,GPS KAMAL KHEL NO.2,2024-25,Boys,Primary,MOHMAND,SAFI,SAFI,Govt,37.0,1975.0,1976.0,22.0,26.0,26.0,No,0.0,0.0,0.0,0.0,No,Not Available,No,Not Available,No,0,0,No,No,Not Available,6,0,0,0,No,No,Yes,Yes,Yes,GPS KAMAL KHEL NO.2,Primary,SAFI,0,0,60,0,0,0,0,0,60,0,0,0,0,0,50,0,0,0,36,0,0,2.0,13.5,0.0,1.0,10748.0,0.0,1
60995,GPS SAPARAI,2024-25,Boys,Primary,MOHMAND,EKKA GHUND,EKKA GHUND,Govt,38.0,1966.0,1965.0,20.0,28.0,28.0,No,0.0,0.0,0.0,0.0,No,Not Available,No,Not Available,No,0,0,No,No,Available/Functional,6,0,0,0,No,No,Yes,Yes,No,GPS SAPARAI,Primary,EKKA GHUND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,5,0,0,36,0,0,3.0,15.0,0.0,1.0,6702.0,0.0,0
60996,GGPS HALKI GANDHAB,2024-25,Girls,Primary,MOHMAND,HALIMZAI,HALIMZAI,Govt,40.0,2013.0,2013.0,5.0,16.0,0.0,No,0.0,0.0,0.0,0.0,No,Not Available,No,Not Available,No,0,0,No,No,Not Available,2,0,0,0,No,No,No,No,No,GGPS HALKI GANDHAB,Primary,HALIMZAI,0,0,120,0,0,0,0,0,0,0,0,0,0,0,191,3,0,5,0,0,6,2.0,12.0,0.0,1.0,0.0,0.0,1
60997,GPS WALI KORE,2024-25,Boys,Primary,MOHMAND,SAFI,SAFI,Govt,43.0,1989.0,1988.0,32.0,27.0,27.0,No,0.0,0.0,0.0,0.0,Yes,Not Available,No,Not Available,No,0,0,No,No,Not Available,6,2,0,0,No,No,Yes,Yes,Yes,GPS WALI KORE,Primary,SAFI,0,0,173,0,0,0,0,0,173,0,0,0,0,0,200,0,0,0,32,0,0,2.0,13.5,0.0,1.0,10096.0,0.0,1
60998,GPS SHAAL KORE,2024-25,Boys,Primary,MOHMAND,EKKA GHUND,EKKA GHUND,Govt,56.0,1986.0,1987.0,9.0,47.0,47.0,No,0.0,0.0,0.0,0.0,No,Not Available,No,Not Available,No,0,0,No,No,Available/Functional,4,0,0,0,No,No,Yes,No,No,GPS SHAAL KORE,Primary,EKKA GHUND,0,0,0,0,0,0,0,0,0,0,0,0,18,0,120,0,0,0,16,0,5,3.0,14.666666666666666,0.0,1.0,1074.0,0.0,1
60999,GPS YOUSAF KHEL MUMTAZ,2024-25,Boys,Primary,MOHMAND,HALIMZAI,HALIMZAI,Govt,20.0,2001.0,1997.0,5.0,15.0,15.0,Yes,,,,,No,Not Available,No,Not Available,No,0,0,No,No,Available/Functional,2,0,0,0,No,No,No,No,No,GPS YOUSAF KHEL MUMTAZ,Primary,HALIMZAI,0,0,42,0,0,0,0,0,0,0,0,0,20,0,64,2,0,5,0,0,0,2.0,13.5,0.0,1.0,634.0,0.0,1
61000,GGPS ADAM KORE KAMAL  KHEL,2024-25,Girls,Primary,MOHMAND,SAFI,SAFI,Govt,30.0,1986.0,1985.0,10.0,,,No,0.0,0.0,0.0,0.0,No,Not Available,No,Not Available,No,0,0,No,No,Not Available,2,0,0,0,No,No,No,Yes,Yes,GGPS ADAM KORE KAMAL  KHEL,Primary,SAFI,0,0,72,0,0,0,0,0,0,0,0,0,0,0,143,3,0,6,8,0,0,2.0,13.5,0.0,2.0,42000.0,0.0,1
61001,GGPS BAGHI SHAH ATO KHEL,2024-25,Girls,Primary,MOHMAND,KHWEZAI,KHWEZAI,Govt,20.0,2007.0,2007.0,10.0,10.0,10.0,No,0.0,0.0,0.0,0.0,No,Not Available,No,Not Available,No,0,0,No,No,Not Available,2,6,0,0,No,No,No,No,No,GGPS BAGHI SHAH ATO KHEL,Primary,KHWEZAI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,5,0,2,6,1.0,12.0,0.0,2.0,0.0,0.0,1
61002,GGPS LIAQAT KORE,2024-25,Girls,Primary,MOHMAND,EKKA GHUND,EKKA GHUND,Govt,40.0,1990.0,1990.0,6.0,34.0,34.0,No,0.0,0.0,2.0,0.0,No,Not Available,No,Not Available,No,0,0,No,No,Available/Functional,2,0,0,0,No,No,Yes,No,No,GGPS LIAQAT KORE,Primary,EKKA GHUND,0,0,56,0,0,0,0,0,56,0,0,0,0,0,0,2,0,0,0,0,8,3.0,14.0,0.0,2.0,28199.0,0.0,1
61003,GGPS WALI SAID,2024-25,Girls,Primary,MOHMAND,EKKA GHUND,EKKA GHUND,Govt,40.0,1992.0,1988.0,10.0,30.0,30.0,No,0.0,0.0,0.0,0.0,No,Not Available,No,Not Available,No,0,0,No,No,Available/NonFunctional,2,0,0,0,No,No,Yes,No,No,GGPS WALI SAID,Primary,EKKA GHUND,10,5,9,20,15,10,10,5,5,0,0,0,2,0,46,0,0,0,6,0,0,3.0,14.0,0.0,2.0,4000.0,0.0,1
61004,GGPS IRFAN KORE AQRAB DAG,2024-25,Girls,Primary,MOHMAND,EKKA GHUND,EKKA GHUND,Govt,28.0,1994.0,1992.0,5.0,23.0,23.0,No,0.0,0.0,0.0,0.0,No,Not Available,No,Not Available,No,0,0,No,No,Not Available,2,0,0,0,No,No,Yes,No,No,GGPS IRFAN KORE AQRAB DAG,Primary,EKKA GHUND,0,0,20,0,0,0,0,0,20,0,0,0,42,0,0,0,0,0,3,0,0,2.0,15.0,0.0,2.0,14060.0,0.0,1
61005,GGPS RAWAL KORE,2024-25,Girls,Primary,MOHMAND,EKKA GHUND,EKKA GHUND,Adjusted,14.0,1976.0,1971.0,6.0,8.0,8.0,Yes,,,,,No,Not Available,No,Not Available,No,0,0,No,No,Available/Functional,2,0,0,0,No,No,Yes,No,No,GGPS RAWAL KORE,Primary,EKKA GHUND,0,0,50,0,0,0,0,0,50,0,0,0,20,0,0,10,0,0,0,0,6,2.0,15.0,0.0,2.0,0.0,0.0,1
61006,GGPS MUHAMMADA JAN,2024-25,Girls,Primary,MOHMAND,HALIMZAI,HALIMZAI,Govt,30.0,1990.0,1990.0,10.0,,,Yes,,,,,No,Not Available,No,Not Available,No,0,0,No,No,Not Available,2,0,0,0,No,No,No,Yes,No,GGPS MUHAMMADA JAN,Primary,HALIMZAI,0,0,20,0,0,0,0,0,20,0,0,0,0,0,20,0,0,5,0,0,6,2.0,13.5,0.0,1.0,0.0,0.0,1
61007,GGPS WACHA JAWARA RAVISH KWIZAI,2024-25,Girls,Primary,MOHMAND,KHWEZAI,KHWEZAI,Govt,40.0,2004.0,2002.0,15.0,25.0,25.0,No,0.0,0.0,1.0,1.0,No,Not Available,No,Not Available,No,0,0,No,No,Not Available,2,6,0,0,No,No,No,No,No,GGPS WACHA JAWARA RAVISH KWIZAI,Primary,KHWEZAI,0,0,0,0,0,0,0,0,0,25,0,0,0,0,30,0,0,10,0,0,10,1.0,12.0,0.0,1.0,336000.0,0.0,1
61008,GGPS MUSAFAR KALAI,2024-25,Girls,Primary,MOHMAND,HALIMZAI,HALIMZAI,Govt,25.0,1992.0,1989.0,10.0,15.0,15.0,No,1.0,0.0,2.0,2.0,No,Not Available,No,Not Available,No,0,0,No,No,Not Available,2,2,0,0,No,No,No,No,No,GGPS MUSAFAR KALAI,Primary,HALIMZAI,0,0,25,0,0,0,0,0,25,0,0,0,50,0,20,3,0,10,6,0,6,2.0,14.5,0.0,2.0,200000.0,0.0,1
61009,GGPS KATASAR NO.1,2024-25,Girls,Primary,MOHMAND,HALIMZAI,HALIMZAI,Govt,34.0,1990.0,1989.0,10.0,60.0,0.0,No,0.0,0.0,0.0,0.0,Yes,Not Available,No,Not Available,No,0,0,No,No,Not Available,6,2,0,0,No,No,Yes,Yes,Yes,GGPS KATASAR NO.1,Primary,HALIMZAI,0,0,40,0,0,0,0,0,40,0,0,0,0,0,30,0,0,10,22,0,0,1.0,15.0,0.0,2.0,0.0,0.0,1
61010,GGPS GHULAM HABIB,2024-25,Girls,Primary,MOHMAND,SAFI,SAFI,Govt,26.0,1994.0,1992.0,13.0,10.0,0.0,No,0.0,0.0,0.0,0.0,Yes,Not Available,Yes,Not Available,No,0,0,No,No,Not Available,6,2,0,0,No,No,Yes,Yes,Yes,GGPS GHULAM HABIB,Primary,SAFI,0,0,50,0,0,0,0,0,50,0,0,0,0,0,100,0,0,10,32,0,0,1.0,14.0,0.0,2.0,0.0,0.0,1
