EMIS Code,SchoolName,Year,Gender,LEVEL,District,Tehsil,UCName,BuildingOwnerShip,TotalLand_Allocated,Year of Estbalishment,Year of Construction,Covered_Area,UnCovered_Area,UnCovered_Area_Premis,Whole Building Needs Reconstruction,No of Class Room Need Reconstruction,No of Other Room Need Reconstruction,No of Class Room Need Repair,No of Other Room Need Repair,HT Office,Science Lab,Staff Room,Library,Hostel Availability,Hostel Capacity,Hostel Rooms,Clerk Room,Play Ground/Area,Play Area,No of Pakka Class Rooms,No. Of Pakka Other Rooms,No. of Kacha Class Rooms,No of Kacha Other Rooms,CCTVCameras,ExaminationHall,Ramp Access at Entrance,Ramp Access in Building,Ramp at Toilet,School Name,School Level,Union Council Name,Desks Two Seater Useable,Desks Two Seater Un-Useable,Desks Two Seater New Required,Desks Three Seater Useable,Desks Three Seater Un-Useable,Desks Three Seater New Required,Desk Benches Useable,Desk Benches Un-Useable,Desk Benches New Required,Student Chairs Useable,Student Chairs Un-Useable,Student Chairs New Required,Tablet Chairs Useable,Tablet Chairs Un-Useable,Tablet Chairs New Required,Jute Tats Useable,Jute Tats Un-Useable,Jute Tats New Required,Fans Useable,Fans Un-Useable,Fans New Required,total_teachers,avg_bps_teachers,qualified_teachers,total_non_teachers,Presentbalance,Fund Recieved from Govt in This Year,is_critical
60645,GHSS GHALLANAI,2024-25,Boys,Higher Secondary,MOHMAND,HALIMZAI,HALIMZAI,Govt,1500.0,1975.0,1974.0,750.0,750.0,750.0,No,0.0,0.0,0.0,0.0,No,Available/Equipped/Functional,Yes,Not Available,No,0,0,Yes,Yes,Not Available,16,25,0,0,No,Yes,No,No,No,GHSS GHALLANAI,Higher Secondary,HALIMZAI,170,0,0,0,0,0,159,0,0,0,0,0,450,88,200,0,0,0,57,20,30,26.0,16.307692307692307,0.0,15.0,1502.0,0.0,1
60646,GGHSS GHALLANAI,2024-25,Girls,Higher Secondary,MOHMAND,HALIMZAI,HALIMZAI,Govt,500.0,1977.0,1977.0,360.0,140.0,140.0,No,0.0,0.0,0.0,12.0,No,Available/Equipped/Functional,Yes,Available,Yes,80,12,Yes,Yes,Not Available,10,22,0,0,No,Yes,No,No,No,GGHSS GHALLANAI,Higher Secondary,HALIMZAI,30,10,55,10,5,10,20,5,20,40,0,0,20,0,60,0,0,0,40,0,20,16.0,15.9375,0.0,13.0,0.0,0.0,1
60647,GHS HAJI YAR JAN KALAI,2024-25,Boys,High,MOHMAND,HALIMZAI,HALIMZAI,Govt,89.0,1976.0,1975.0,54.0,53.0,53.0,No,0.0,0.0,0.0,0.0,Yes,Available/Equipped/Functional,Yes,Available,No,0,0,Yes,No,Not Available,6,8,0,0,No,Yes,Yes,Yes,Yes,GHS HAJI YAR JAN KALAI,High,HALIMZAI,70,20,0,0,0,0,70,20,0,0,0,0,51,50,50,0,0,0,66,0,0,11.0,15.636363636363637,0.0,6.0,0.0,0.0,1
60648,GHS HAMID KHAN,2024-25,Boys,High,MOHMAND,HALIMZAI,HALIMZAI,Govt,160.0,1995.0,1993.0,35.0,125.0,125.0,No,0.0,0.0,0.0,0.0,No,Available/Equipped/NonFunctional,Yes,Not Available,No,0,0,Yes,No,Not Available,6,6,0,0,No,No,No,No,No,GHS HAMID KHAN,High,HALIMZAI,92,0,30,0,0,0,97,10,30,0,0,0,130,35,0,0,0,0,28,0,10,13.0,15.461538461538462,0.0,8.0,201499.0,0.0,1
60649,GHS YOUSAF KHEL,2024-25,Boys,High,MOHMAND,HALIMZAI,HALIMZAI,Govt,510.0,1976.0,1975.0,74.0,449.0,386.0,No,0.0,0.0,0.0,0.0,No,Available/Equipped/NonFunctional,Yes,Not Available,No,0,0,No,Yes,Not Available,8,21,0,0,No,Yes,No,No,No,GHS YOUSAF KHEL,High,HALIMZAI,86,34,0,0,0,0,86,34,0,0,0,0,150,50,0,0,0,0,54,0,0,15.0,15.466666666666667,0.0,8.0,999.0,0.0,1
60650,GHS NAHAQI,2024-25,Boys,High,MOHMAND,HALIMZAI,HALIMZAI,Govt,184.0,1973.0,1987.0,24.0,160.0,160.0,No,0.0,0.0,0.0,0.0,Yes,Available/Equipped/Functional,Yes,Available/NotEquipped,No,0,0,Yes,No,Not Available,6,6,0,0,No,Yes,No,No,No,GHS NAHAQI,High,HALIMZAI,100,0,80,0,0,0,99,0,81,0,0,0,210,40,120,0,0,0,20,2,25,12.0,15.833333333333334,0.0,6.0,61738.0,0.0,1
60651,GHS SANDU KHEL,2024-25,Boys,High,MOHMAND,SAFI,SAFI,Govt,142.0,1974.0,1974.0,49.0,93.0,93.0,No,0.0,0.0,0.0,0.0,Yes,Available/NotEquipped,Yes,Not Available,No,0,0,Yes,No,Not Available,7,6,0,0,No,No,Yes,Yes,Yes,GHS SANDU KHEL,High,SAFI,20,12,0,0,0,0,0,0,0,0,0,0,320,60,200,0,0,0,77,30,15,11.0,15.545454545454545,0.0,6.0,499.0,160000.0,1
60652,GHS QAMAR DIN KORE,2024-25,Boys,High,MOHMAND,SAFI,SAFI,Shelterless,301.0,1974.0,1975.0,0.0,301.0,301.0,Yes,,,,,No,Not Available,No,Not Available,No,0,0,No,No,Not Available,0,0,0,0,No,No,No,No,No,GHS QAMAR DIN KORE,High,SAFI,0,0,0,0,0,0,0,0,0,0,0,0,50,20,200,0,0,0,0,0,0,10.0,15.8,0.0,4.0,9751.0,0.0,1
60653,GHS LAKARAI,2024-25,Boys,High,MOHMAND,SAFI,SAFI,Govt,310.0,1973.0,1973.0,40.0,270.0,270.0,No,0.0,0.0,0.0,0.0,Yes,Not Available,Yes,Not Available,No,0,0,Yes,No,Not Available,8,5,0,0,No,Yes,Yes,No,No,GHS LAKARAI,High,SAFI,8,0,80,0,0,0,20,0,80,0,0,0,250,30,100,0,0,0,58,0,0,14.0,15.285714285714286,0.0,7.0,3500.0,0.0,1
60654,GHS KOG PAND,2024-25,Boys,High,MOHMAND,SAFI,SAFI,Govt,160.0,1984.0,1984.0,30.0,130.0,130.0,No,0.0,0.0,0.0,0.0,Yes,Not Available,Yes,Not Available,No,0,0,Yes,No,Not Available,4,5,0,0,No,No,No,No,No,GHS KOG PAND,High,SAFI,0,0,20,0,0,0,0,0,20,0,0,0,72,0,40,0,0,0,48,0,0,10.0,15.7,0.0,6.0,799.0,0.0,1
60655,GHS PANDIALI,2024-25,Boys,High,MOHMAND,PANDIALI,PANDIALI,Govt,212.0,1976.0,1976.0,90.0,120.0,118.0,No,3.0,3.0,0.0,0.0,No,Available/Equipped/Functional,Yes,Not Available,No,0,0,Yes,No,Not Available,5,4,3,0,No,No,Yes,No,No,GHS PANDIALI,High,PANDIALI,0,0,0,0,0,0,53,0,0,0,0,0,276,0,250,0,0,0,80,0,0,11.0,15.909090909090908,0.0,7.0,0.0,0.0,1
60656,GHS DANISH KOOL,2024-25,Boys,High,MOHMAND,PANDIALI,PANDIALI,Govt,160.0,1985.0,1985.0,50.0,110.0,110.0,No,0.0,0.0,0.0,0.0,Yes,Not Available,Yes,Not Available,No,0,0,Yes,No,Not Available,11,7,0,0,No,No,Yes,No,No,GHS DANISH KOOL,High,PANDIALI,48,0,70,0,0,0,50,0,68,0,0,0,140,0,100,0,0,0,40,23,0,9.0,15.444444444444445,0.0,5.0,205766.0,200000.0,1
60657,GHS EKKA GHUND,2024-25,Boys,High,MOHMAND,EKKA GHUND,EKKA GHUND,Govt,172.0,1986.0,1986.0,59.0,113.0,113.0,No,0.0,0.0,2.0,0.0,Yes,Available/Equipped/Functional,Yes,Available,No,0,0,No,Yes,Not Available,9,4,0,0,No,Yes,No,No,No,GHS EKKA GHUND,High,EKKA GHUND,72,0,0,0,0,0,72,0,0,0,0,0,77,0,100,0,0,0,70,5,5,14.0,16.142857142857142,0.0,6.0,13029.0,0.0,1
60658,GHS SUBHAN KHWAR,2024-25,Boys,High,MOHMAND,EKKA GHUND,EKKA GHUND,Govt,581.0,1953.0,1952.0,70.0,511.0,511.0,No,0.0,0.0,6.0,0.0,Yes,Available/Equipped/Functional,Yes,Not Available,No,0,0,Yes,Yes,Not Available,10,11,0,0,Yes,Yes,Yes,Yes,No,GHS SUBHAN KHWAR,High,EKKA GHUND,52,31,0,0,0,0,121,15,0,0,0,0,263,53,120,0,0,0,72,6,120,27.0,15.74074074074074,0.0,10.0,1468601.0,1460000.0,1
60659,GHS GHAMI KORE,2024-25,Boys,High,MOHMAND,EKKA GHUND,EKKA GHUND,Govt,135.0,1993.0,1987.0,47.0,88.0,88.0,No,0.0,7.0,0.0,0.0,Yes,Available/Equipped/Functional,Yes,Not Available,No,0,0,Yes,No,Not Available,10,8,0,0,No,No,No,No,No,GHS GHAMI KORE,High,EKKA GHUND,0,0,0,22,0,0,0,0,0,0,0,0,100,0,0,0,0,0,33,0,0,10.0,16.0,0.0,7.0,0.0,0.0,1
60660,GHS KHATKI SHARIF,2024-25,Boys,High,MOHMAND,EKKA GHUND,EKKA GHUND,Govt,114.0,2004.0,2003.0,34.0,80.0,80.0,No,0.0,0.0,0.0,0.0,No,Available/Equipped/Functional,Yes,Not Available,No,0,0,No,No,Not Available,6,5,0,0,No,No,Yes,No,No,GHS KHATKI SHARIF,High,EKKA GHUND,0,0,0,70,30,0,0,0,0,0,0,0,75,5,0,0,0,0,40,15,0,12.0,15.833333333333334,0.0,7.0,51563.0,0.0,0
60661,GHS DAB KORE,2024-25,Boys,High,MOHMAND,EKKA GHUND,EKKA GHUND,Govt,160.0,1969.0,1968.0,50.0,110.0,110.0,No,0.0,2.0,0.0,2.0,No,Available/Equipped/Functional,Yes,Available/Equipped/Functional,No,0,0,No,No,Not Available,7,12,0,0,No,Yes,Yes,No,No,GHS DAB KORE,High,EKKA GHUND,0,0,0,0,0,0,0,0,0,0,0,0,260,0,123,0,0,0,86,0,25,21.0,15.619047619047619,0.0,10.0,40082.0,0.0,1
60662,GHS NAVI KALAI LAMAN,2024-25,Boys,High,MOHMAND,PRANG GHAR,PRANG GHAR,Govt,233.0,1964.0,1974.0,79.0,154.0,154.0,No,0.0,0.0,0.0,0.0,Yes,Available/Equipped/Functional,Yes,Not Available,No,0,0,Yes,Yes,Not Available,8,8,0,0,Yes,Yes,No,No,No,GHS NAVI KALAI LAMAN,High,PRANG GHAR,0,0,0,0,0,0,0,0,0,0,0,0,350,20,150,0,0,0,25,0,10,13.0,15.384615384615385,0.0,4.0,0.0,0.0,1
60663,GHSS PRANG GHAR,2024-25,Boys,Higher Secondary,MOHMAND,PRANG GHAR,PRANG GHAR,Govt,397.0,1982.0,1985.0,130.0,267.0,267.0,No,0.0,0.0,10.0,4.0,Yes,Available/Equipped/Functional,Yes,Available/NotEquipped,No,0,0,Yes,Yes,Not Available,23,12,0,0,Yes,Yes,No,No,No,GHSS PRANG GHAR,Higher Secondary,PRANG GHAR,71,0,0,0,0,0,74,0,0,0,0,0,350,0,100,0,0,0,158,0,0,24.0,16.458333333333332,0.0,10.0,0.0,0.0,1
60664,GHS SRA SHAH PRANG GHAR,2024-25,Boys,High,MOHMAND,PRANG GHAR,PRANG GHAR,Govt,130.0,2003.0,2003.0,56.0,74.0,74.0,No,0.0,0.0,2.0,0.0,Yes,Available/Equipped/Functional,Yes,Not Available,No,0,0,Yes,No,Not Available,7,7,0,0,No,Yes,Yes,Yes,No,GHS SRA SHAH PRANG GHAR,High,PRANG GHAR,25,14,0,0,0,0,23,17,0,0,0,0,222,41,150,0,0,0,33,17,17,12.0,16.0,0.0,7.0,0.0,0.0,1
60665,GGHS SUBHAN KHAWAR,2024-25,Girls,High,MOHMAND,EKKA GHUND,EKKA GHUND,Govt,80.0,1974.0,1973.0,40.0,30.0,30.0,Yes,,,,,Yes,Not Available,Yes,Not Available,No,0,0,Yes,No,Not Available,5,8,0,0,No,Yes,No,No,No,GGHS SUBHAN KHAWAR,High,EKKA GHUND,51,10,0,0,0,0,51,10,0,0,0,0,189,15,50,0,0,0,17,3,10,12.0,16.083333333333332,0.0,7.0,0.0,0.0,1
60666,GGHS DAB KORE,2024-25,Girls,High,MOHMAND,EKKA GHUND,EKKA GHUND,Govt,60.0,2003.0,1977.0,40.0,20.0,20.0,No,3.0,0.0,0.0,0.0,Yes,Available/NotEquipped,Yes,Not Available,No,0,0,Yes,Yes,Not Available,12,6,0,0,No,No,Yes,No,No,GGHS DAB KORE,High,EKKA GHUND,80,20,0,0,0,0,0,0,0,0,0,0,11,0,114,0,0,0,45,0,0,15.0,15.6,0.0,7.0,0.0,1200000.0,1
60667,GGHS EKKA  GHUND,2024-25,Girls,High,MOHMAND,EKKA GHUND,EKKA GHUND,Govt,200.0,1983.0,1983.0,120.0,80.0,80.0,No,0.0,0.0,6.0,2.0,Yes,Available/Equipped/Functional,No,Not Available,No,0,0,Yes,Yes,Not Available,6,9,0,0,No,No,No,No,No,GGHS EKKA  GHUND,High,EKKA GHUND,14,0,50,13,0,25,0,0,0,169,0,0,169,0,200,0,0,0,15,0,10,17.0,15.764705882352942,0.0,8.0,0.0,0.0,1
60668,GGHS SHEWA FARSH,2024-25,Girls,High,MOHMAND,SAFI,SAFI,Govt,180.0,2005.0,,56.0,124.0,74.0,No,0.0,0.0,0.0,0.0,Yes,Not Available,Yes,Not Available,No,0,0,No,Yes,Not Available,6,3,0,0,No,No,Yes,Yes,Yes,GGHS SHEWA FARSH,High,SAFI,12,0,20,0,0,0,12,0,20,30,10,70,28,0,60,5,0,10,16,2,0,3.0,15.666666666666666,0.0,3.0,0.0,0.0,1
60669,GMS ASMARAI,2024-25,Boys,Middle,MOHMAND,HALIMZAI,HALIMZAI,Govt,98.0,2001.0,1995.0,13.0,85.0,85.0,No,0.0,0.0,0.0,0.0,Yes,Not Available,No,Not Available,No,0,0,No,No,Not Available,3,2,0,0,No,No,No,No,No,GMS ASMARAI,Middle,HALIMZAI,20,10,0,0,0,0,20,10,0,0,0,0,0,0,30,0,0,0,1,2,13,6.0,15.166666666666666,0.0,2.0,0.0,0.0,1
60670,GMS NAVI KALAI GANDHAB,2024-25,Boys,Middle,MOHMAND,HALIMZAI,HALIMZAI,Govt,40.0,1956.0,1956.0,25.0,15.0,15.0,No,0.0,0.0,1.0,0.0,No,Not Available,No,Not Available,No,0,0,No,No,Not Available,6,1,0,0,No,No,No,No,No,GMS NAVI KALAI GANDHAB,Middle,HALIMZAI,35,10,0,0,0,0,35,10,0,0,0,0,0,0,0,0,0,0,2,0,0,7.0,14.714285714285714,0.0,2.0,8107.0,0.0,0
60671,GMS ZAFAR KALAI,2024-25,Boys,Middle,MOHMAND,HALIMZAI,HALIMZAI,Govt,44.0,1995.0,1993.0,29.0,15.0,15.0,No,0.0,0.0,0.0,0.0,No,Not Available,No,Not Available,No,0,0,No,No,Not Available,6,1,0,0,No,No,No,No,No,GMS ZAFAR KALAI,Middle,HALIMZAI,50,10,0,0,0,0,50,10,0,0,0,0,33,2,0,0,0,0,8,3,0,6.0,14.833333333333334,0.0,3.0,429.0,0.0,1
60672,GHS AKHUNZADGAN,2024-25,Boys,High,MOHMAND,HALIMZAI,HALIMZAI,Govt,200.0,1989.0,1988.0,120.0,80.0,80.0,No,0.0,0.0,0.0,0.0,No,Available/Equipped/Functional,Yes,Not Available,No,0,0,Yes,No,Not Available,9,7,0,0,No,No,No,No,No,GHS AKHUNZADGAN,High,HALIMZAI,25,0,30,0,0,0,32,0,59,0,0,0,125,0,50,0,0,0,19,0,10,11.0,15.272727272727273,0.0,6.0,0.0,0.0,1
60673,GHS BABI KHEL,2024-25,Boys,High,MOHMAND,HALIMZAI,HALIMZAI,Govt,112.0,1975.0,1975.0,43.0,69.0,69.0,No,0.0,0.0,0.0,0.0,No,Available/Equipped/Functional,Yes,Not Available,No,0,0,Yes,Yes,Not Available,7,5,0,0,No,No,No,No,No,GHS BABI KHEL,High,HALIMZAI,70,0,70,0,0,0,37,0,40,0,0,0,135,0,40,0,0,0,65,0,0,11.0,15.454545454545455,0.0,5.0,2828.0,0.0,1
60674,GMS SULTAN KHEL,2024-25,Boys,Middle,MOHMAND,HALIMZAI,HALIMZAI,Govt,58.0,1993.0,1991.0,11.0,47.0,47.0,No,0.0,0.0,0.0,0.0,No,Not Available,No,Not Available,No,0,0,No,Yes,Not Available,3,1,0,0,No,No,No,No,No,GMS SULTAN KHEL,Middle,HALIMZAI,0,0,0,17,1,11,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,5.0,14.4,0.0,2.0,161279.0,160000.0,0
60675,GMS MUAMBAR KALAI,2024-25,Boys,Middle,MOHMAND,HALIMZAI,HALIMZAI,Govt,138.0,2003.0,2000.0,11.0,127.0,127.0,No,0.0,0.0,0.0,0.0,Yes,Not Available,No,Not Available,No,0,0,No,No,Not Available,3,2,0,0,No,No,No,No,No,GMS MUAMBAR KALAI,Middle,HALIMZAI,26,6,0,0,0,0,26,6,0,0,0,0,0,0,0,0,0,0,1,0,12,3.0,15.333333333333334,0.0,,15500.0,0.0,1
60676,GHS GHAZI BAIG,2024-25,Boys,High,MOHMAND,HALIMZAI,HALIMZAI,Govt,168.0,1976.0,1977.0,46.0,122.0,14.0,No,0.0,0.0,0.0,5.0,Yes,Available/NotEquipped,Yes,Not Available,No,0,0,Yes,No,Not Available,8,8,0,0,No,No,Yes,No,No,GHS GHAZI BAIG,High,HALIMZAI,50,10,50,0,0,0,40,10,60,0,0,0,55,10,60,0,0,0,52,2,0,8.0,15.625,0.0,4.0,13559.0,0.0,1
60677,GMS MIAN MANDI,2024-25,Boys,Middle,MOHMAND,HALIMZAI,HALIMZAI,Govt,60.0,1995.0,1989.0,12.0,48.0,48.0,No,0.0,0.0,3.0,0.0,No,Not Available,No,Not Available,No,0,0,No,Yes,Not Available,3,1,0,0,No,No,No,No,No,GMS MIAN MANDI,Middle,HALIMZAI,24,14,0,0,0,0,24,14,0,0,0,0,19,0,0,0,0,0,1,0,8,5.0,15.2,0.0,2.0,232823.0,0.0,1
60678,GHS QALAGAI LAKARAI,2024-25,Boys,High,MOHMAND,SAFI,SAFI,Govt,141.0,1981.0,1981.0,42.0,99.0,99.0,No,0.0,0.0,0.0,2.0,Yes,Not Available,Yes,Not Available,No,0,0,Yes,No,Not Available,6,7,0,0,No,No,Yes,No,No,GHS QALAGAI LAKARAI,High,SAFI,0,0,0,0,0,0,0,0,0,0,0,0,190,10,200,0,0,0,23,0,25,9.0,15.333333333333334,0.0,5.0,874.0,0.0,1
60679,GMS AMRAI KORE,2024-25,Boys,Middle,MOHMAND,SAFI,SAFI,Govt,112.0,1974.0,1976.0,15.0,97.0,97.0,No,0.0,0.0,0.0,0.0,Yes,Not Available,No,Not Available,No,0,0,No,No,Not Available,3,1,0,0,No,No,Yes,Yes,Yes,GMS AMRAI KORE,Middle,SAFI,0,0,50,0,0,0,0,0,50,0,0,0,15,0,40,0,0,0,17,0,0,4.0,15.25,0.0,3.0,0.0,0.0,1
60680,GGMS DAAG MULA,2024-25,Girls,Middle,MOHMAND,SAFI,SAFI,Govt,40.0,2005.0,2004.0,8.0,32.0,12.0,No,0.0,0.0,0.0,0.0,No,Not Available,No,Not Available,No,0,0,No,Yes,Not Available,3,0,0,0,No,No,No,Yes,Yes,GGMS DAAG MULA,Middle,SAFI,0,0,0,0,0,0,0,0,0,18,4,0,0,0,0,0,0,0,8,0,0,2.0,15.0,0.0,2.0,0.0,0.0,1
60681,GHS SAGI BALA,2024-25,Boys,High,MOHMAND,SAFI,SAFI,Govt,180.0,2000.0,2000.0,47.0,153.0,153.0,No,0.0,0.0,0.0,0.0,Yes,Not Available,No,Not Available,No,0,0,No,No,Not Available,12,1,0,0,No,No,Yes,Yes,Yes,GHS SAGI BALA,High,SAFI,0,0,50,0,0,0,0,0,50,0,0,0,140,30,100,0,0,0,45,5,0,9.0,15.333333333333334,0.0,6.0,89183.0,0.0,1
60682,GMS SHEWA,2024-25,Boys,Middle,MOHMAND,SAFI,SAFI,Govt,54.0,1973.0,1974.0,12.0,42.0,42.0,No,0.0,0.0,0.0,0.0,Yes,Not Available,No,Not Available,No,0,0,No,No,Not Available,3,1,0,0,No,No,Yes,No,No,GMS SHEWA,Middle,SAFI,30,10,20,0,0,0,33,7,20,0,0,0,55,15,0,0,0,0,11,0,0,3.0,15.0,0.0,3.0,500.0,0.0,1
60683,GMS ALINGAR,2024-25,Boys,Middle,MOHMAND,SAFI,SAFI,Govt,120.0,2003.0,2002.0,20.0,100.0,100.0,No,0.0,0.0,0.0,0.0,Yes,Not Available,No,Not Available,No,0,0,No,No,Not Available,3,1,0,0,No,No,Yes,No,No,GMS ALINGAR,Middle,SAFI,0,0,0,0,0,0,0,0,0,0,0,0,35,2,15,0,0,0,11,5,5,2.0,15.5,0.0,2.0,20.0,0.0,1
60684,GMS GUL BAZ,2024-25,Boys,Middle,MOHMAND,SAFI,SAFI,Govt,117.0,2003.0,2001.0,5.0,112.0,112.0,No,0.0,0.0,0.0,0.0,Yes,Not Available,No,Not Available,No,0,0,No,No,Not Available,5,1,0,0,No,No,Yes,No,No,GMS GUL BAZ,Middle,SAFI,25,0,10,0,0,0,25,0,10,15,0,0,0,0,0,0,0,0,11,0,3,4.0,15.25,0.0,2.0,509.0,0.0,1
60685,GHS SHAH ALAM SALAY,2024-25,Boys,High,MOHMAND,EKKA GHUND,EKKA GHUND,Govt,100.0,2006.0,2005.0,30.0,0.0,70.0,No,3.0,0.0,0.0,0.0,No,Available/Equipped/Functional,Yes,Not Available,No,0,0,No,No,Not Available,10,5,0,0,No,No,Yes,Yes,Yes,GHS SHAH ALAM SALAY,High,EKKA GHUND,104,52,0,0,0,0,113,43,0,0,0,0,250,80,0,0,0,0,36,12,0,11.0,16.0,0.0,6.0,1114.0,0.0,1
60686,GMS HAYATI KORE,2024-25,Boys,Middle,MOHMAND,PANDIALI,PANDIALI,Adjusted,160.0,1975.0,1975.0,20.0,140.0,140.0,No,0.0,0.0,0.0,0.0,Yes,Not Available,Yes,Not Available,No,0,0,No,No,Not Available,4,4,0,0,No,No,Yes,No,No,GMS HAYATI KORE,Middle,PANDIALI,0,0,0,0,0,0,0,0,0,0,0,0,135,0,50,0,0,0,0,0,0,4.0,15.25,0.0,2.0,22359.0,0.0,0
60687,GMS KANDI ISSA KHEL,2024-25,Boys,Middle,MOHMAND,PANDIALI,PANDIALI,Govt,30.0,1966.0,1975.0,20.0,10.0,10.0,No,0.0,0.0,3.0,0.0,Yes,Not Available,No,Not Available,No,0,0,No,No,Not Available,6,0,0,0,No,No,Yes,Yes,Yes,GMS KANDI ISSA KHEL,Middle,PANDIALI,16,3,17,0,0,0,13,2,0,0,0,0,34,6,5,0,0,0,9,0,0,4.0,15.5,0.0,2.0,2278.0,0.0,1
60688,GHS HASHAM KORE,2024-25,Boys,High,MOHMAND,PANDIALI,PANDIALI,Govt,150.0,1986.0,1983.0,60.0,90.0,90.0,No,0.0,0.0,3.0,1.0,Yes,Available/Equipped/Functional,No,Not Available,No,0,0,Yes,No,Not Available,9,6,0,0,No,No,Yes,No,No,GHS HASHAM KORE,High,PANDIALI,8,0,150,0,0,0,2,0,156,0,0,0,80,0,0,0,0,0,18,43,0,13.0,15.76923076923077,0.0,2.0,0.0,0.0,1
60689,GMS SOHAIL KORE,2024-25,Boys,Middle,MOHMAND,PANDIALI,PANDIALI,Govt,24.0,1976.0,1987.0,8.0,16.0,16.0,No,0.0,0.0,0.0,0.0,Yes,Not Available,No,Not Available,No,0,0,No,No,Not Available,4,0,0,0,No,No,No,No,No,GMS SOHAIL KORE,Middle,PANDIALI,6,11,0,0,0,0,11,5,0,0,0,0,61,2,40,0,0,0,1,6,6,5.0,15.2,0.0,2.0,45.0,0.0,1
60690,GMS RAWAL KORE,2024-25,Boys,Middle,MOHMAND,EKKA GHUND,EKKA GHUND,Govt,35.0,1968.0,1953.0,20.0,15.0,15.0,No,0.0,0.0,0.0,0.0,No,Not Available,No,Not Available,No,0,0,No,No,Not Available,3,1,0,0,No,No,No,No,No,GMS RAWAL KORE,Middle,EKKA GHUND,15,10,0,0,0,0,15,10,0,0,0,0,15,0,15,3,3,0,20,1,5,6.0,15.166666666666666,0.0,4.0,500.0,0.0,1
60691,GMS GUL BAD SHAH,2024-25,Boys,Middle,MOHMAND,EKKA GHUND,EKKA GHUND,Govt,46.0,2003.0,1999.0,12.0,34.0,34.0,No,0.0,0.0,0.0,0.0,Yes,Not Available,No,Not Available,No,0,0,No,Yes,Not Available,3,1,0,0,No,No,Yes,Yes,Yes,GMS GUL BAD SHAH,Middle,EKKA GHUND,14,7,0,0,0,0,14,7,0,0,0,0,0,0,30,0,0,0,24,0,0,6.0,15.166666666666666,0.0,2.0,2409.0,0.0,0
60692,GMS AQRAB DAG HASHMALI KORE,2024-25,Boys,Middle,MOHMAND,EKKA GHUND,EKKA GHUND,Govt,33.0,1998.0,1998.0,8.0,25.0,25.0,Yes,,,,,Yes,Not Available,No,Not Available,No,0,0,No,No,Not Available,3,1,0,0,No,No,Yes,Yes,Yes,GMS AQRAB DAG HASHMALI KORE,Middle,EKKA GHUND,15,2,0,0,0,0,15,0,0,0,0,0,0,0,30,0,0,0,16,0,0,6.0,15.5,0.0,1.0,0.0,0.0,1
60693,GMS CHINARI,2024-25,Boys,Middle,MOHMAND,SAFI,SAFI,Govt,40.0,1998.0,1996.0,11.0,29.0,29.0,No,0.0,0.0,0.0,0.0,Yes,Not Available,No,Not Available,No,0,0,No,No,Not Available,3,2,0,0,No,No,Yes,No,No,GMS CHINARI,Middle,SAFI,30,5,5,0,0,0,30,5,5,0,0,0,0,0,0,0,0,0,8,4,0,4.0,15.5,0.0,2.0,500.0,0.0,1
60694,GHS AZEEM KORE,2024-25,Boys,High,MOHMAND,SAFI,SAFI,Govt,100.0,2003.0,2000.0,45.0,55.0,55.0,No,0.0,0.0,0.0,0.0,Yes,Available/NotEquipped,Yes,Not Available,No,0,0,Yes,No,Not Available,5,8,0,0,No,Yes,No,No,No,GHS AZEEM KORE,High,SAFI,4,1,50,0,0,0,7,2,50,0,0,0,20,5,100,0,0,0,30,0,20,7.0,15.857142857142858,0.0,5.0,1000.0,0.0,1
60695,GHS MATEEN KORE,2024-25,Boys,High,MOHMAND,EKKA GHUND,EKKA GHUND,Govt,86.0,2018.0,1975.0,30.0,56.0,56.0,No,0.0,0.0,1.0,1.0,Yes,Not Available,Yes,Not Available,No,0,0,Yes,No,Not Available,5,5,0,0,No,No,Yes,Yes,No,GHS MATEEN KORE,High,EKKA GHUND,15,0,0,15,0,0,0,0,0,0,0,0,100,0,150,0,0,0,49,7,0,13.0,15.846153846153847,0.0,4.0,0.0,0.0,1
60696,GMS SURAN DARA,2024-25,Boys,Middle,MOHMAND,KHWEZAI,KHWEZAI,Govt,42.0,1998.0,1996.0,10.0,32.0,32.0,No,0.0,0.0,3.0,0.0,Yes,Not Available,No,Not Available,No,0,0,No,No,Not Available,3,1,0,0,No,No,No,No,No,GMS SURAN DARA,Middle,KHWEZAI,12,0,0,0,0,0,0,0,0,70,4,0,0,0,0,0,0,0,0,0,13,3.0,15.0,0.0,2.0,19563.0,0.0,1
60697,GMS NAO KALLI,2024-25,Boys,Middle,MOHMAND,PRANG GHAR,PRANG GHAR,Govt,60.0,2003.0,2001.0,14.0,46.0,46.0,No,0.0,0.0,0.0,0.0,Yes,Not Available,No,Not Available,No,0,0,No,No,Not Available,3,1,0,0,No,No,No,No,No,GMS NAO KALLI,Middle,PRANG GHAR,2,3,0,0,0,0,0,0,0,0,0,0,80,15,0,0,0,0,10,3,14,6.0,15.166666666666666,0.0,2.0,20.0,0.0,1
